Age,Annual_Income,Credit_Score,Loan_Amount,Employment_Years,Debt_To_Income_Ratio,Dependents,Approved
49,77,771,25,16,0.9598608365756688,0,0
60,46,559,11,18,0.3685808900654213,0,0
18,178,846,23,17,0.9119841961076944,5,0
52,136,470,72,19,0.08265506178982107,1,0
67,27,479,77,29,0.889574134476466,5,0
40,149,366,55,37,0.27163262156005596,2,0
38,170,573,28,0,0.635897117170611,5,0
40,158,422,76,36,0.9238112699578551,2,0
64,109,603,40,32,0.604726119632974,5,0
18,58,450,72,15,0.8028330442502074,1,0
38,129,479,33,11,0.19206261508221245,5,0
18,136,699,22,38,0.254183066044395,3,1
19,85,462,56,15,0.8408336909140859,5,0
48,39,406,89,12,0.07455188487023212,1,0
52,83,380,28,4,0.9921971531284334,2,0
57,41,556,20,32,0.08051500979931048,3,0
18,64,516,62,0,0.13901605276427675,4,0
50,133,343,42,2,0.09379833495904988,5,0
57,142,483,31,6,0.933811275009968,5,0
62,106,790,58,31,0.5703921340567629,1,0
20,179,356,88,16,0.1909697896671958,5,0
66,59,689,29,3,0.9541135587405383,1,0
39,101,669,42,24,0.3498032880468829,3,1
69,172,487,72,13,0.053904616398477545,2,0
30,122,690,36,37,0.24282185501123366,2,1
23,65,820,100,30,0.23793645241878802,0,1
59,80,826,16,12,0.3531876007629875,4,1
19,190,631,16,36,0.9510020124090163,4,0
68,186,697,23,9,0.7932429820012339,5,0
53,193,628,79,16,0.13480900200138146,5,1
48,38,697,67,10,0.33799050007776943,0,0
33,24,444,54,11,0.35392619504438194,0,1
23,96,834,41,40,0.47948227781169783,5,1
45,147,699,62,15,0.21805928477324665,3,1
54,131,826,25,1,0.38073805988038867,4,1
66,113,346,83,32,0.3799101608895553,2,0
42,102,612,81,15,0.9554621436287786,5,1
33,36,527,43,25,0.6915583668255432,2,0
44,109,503,36,2,0.6926328160990456,5,0
67,151,845,53,31,0.4267353366720945,4,1
49,118,732,72,32,0.1370520377520581,2,1
29,35,447,46,4,0.5775776598819687,3,0
36,155,354,38,34,0.7878781017032536,1,0
50,138,756,35,37,0.7413004282766258,3,0
19,176,304,15,16,0.27618628992555894,4,0
59,84,763,84,16,0.04472581624310179,2,1
54,141,308,48,9,0.05701754401853876,2,0
50,181,342,36,37,0.13697450097106467,2,0
25,110,606,8,17,0.6620092319346323,1,0
49,85,785,41,7,0.528607822691929,1,0
40,37,527,64,13,0.8396051592349743,0,1
59,199,742,85,16,0.2816641021115418,0,1
31,32,512,49,1,0.26451740996684936,3,0
51,170,336,92,16,0.368358247281912,2,0
59,129,399,94,38,0.26582054072262484,4,0
35,191,309,71,34,0.6378057159756804,0,0
59,166,839,51,16,0.009581015098923507,1,1
21,122,524,71,10,0.15266186976349116,1,0
60,158,457,43,20,0.8169067100945848,2,0
47,78,849,63,18,0.76916528212332,3,0
39,142,542,43,8,0.9008988549951829,1,0
38,121,636,33,6,0.7192713037887043,5,0
51,82,715,8,4,0.5477883349204357,5,0
30,55,448,24,40,0.7529876931288492,5,0
54,196,704,23,32,0.8896276699072845,1,0
23,125,516,70,6,0.5280643656085743,3,0
61,90,649,69,26,0.6196504501683159,0,0
19,137,330,87,5,0.2415595072164014,2,0
70,182,488,21,31,0.5225156268160511,3,0
64,200,680,91,30,0.11495271731747303,1,1
42,154,642,63,2,0.6059057453155382,5,0
29,88,485,64,19,0.18477551797751668,1,0
60,30,421,39,12,0.286806437071201,1,0
56,35,385,25,31,0.8583358136488795,1,0
40,159,666,92,7,0.9838411716692158,4,0
68,115,708,43,14,0.26828785088883256,4,1
31,191,368,52,27,0.3934707441633918,2,0
43,147,324,70,17,0.8677410586716948,2,0
21,191,577,40,5,0.36416786288271275,2,0
63,190,431,82,31,0.8758740586004453,0,0
39,152,552,24,9,0.954067844980137,2,0
38,108,635,44,8,0.08327088130807403,3,1
46,122,766,55,30,0.048832933629728625,4,1
47,112,409,83,17,0.9449527518223376,0,0
26,27,381,31,19,0.045158340355496374,5,0
21,28,789,44,4,0.11868061525738349,2,0
56,188,530,45,19,0.798153515177031,1,1
31,168,781,52,34,0.6044028317108706,0,0
58,53,646,28,16,0.07544993547966361,3,1
56,55,373,90,1,0.5639072208060012,1,0
70,27,358,28,28,0.12158330708624088,5,0
19,156,672,9,13,0.18670198455830744,2,1
28,88,652,75,28,0.15308481884140823,3,0
44,156,761,33,27,0.4530068136934591,0,1
37,88,550,81,23,0.5124061434601496,3,0
59,51,340,11,4,0.999518131415453,1,0
62,196,559,61,0,0.4161398150084874,3,0
42,81,490,50,21,0.0667761382124833,5,0
41,86,367,52,20,0.11650678182274099,1,0
65,165,308,35,14,0.7894891768236403,3,0
36,176,725,14,30,0.9167675026668848,2,0
53,92,388,96,39,0.2888246505798262,1,0
18,103,373,29,33,0.5613444478808775,5,0
68,80,736,13,31,0.6576722498755007,2,0
38,164,554,90,26,0.18103204237600135,0,0
56,198,786,41,23,0.8373878159418832,2,0
68,134,477,14,29,0.9846654944557015,5,0
59,102,345,70,8,0.6320731105670357,0,0
21,41,427,22,25,0.19503948473304944,2,0
36,128,821,87,40,0.8921581331898143,4,0
23,172,335,96,12,0.4271330191975715,3,0
28,50,621,93,37,0.7735653751951652,4,0
66,78,844,80,21,0.9436500718111842,3,0
45,141,649,36,39,0.5606850818894642,5,0
43,45,499,66,5,0.8934820383198383,3,0
69,65,611,88,6,0.8981538896257594,5,1
50,176,667,29,31,0.7340571043302002,0,0
70,137,661,37,30,0.19754388853155858,2,1
62,34,330,54,31,0.8866131428716211,0,0
69,40,448,55,40,0.44403866304037454,0,0
38,97,617,49,8,0.8198443517257338,2,0
52,84,592,97,27,0.9185423350991888,3,0
38,156,673,82,4,0.5670249127226106,0,0
28,199,777,23,22,0.2531997909830127,4,1
32,80,564,70,15,0.37158143785170106,4,0
38,130,764,73,21,0.6562482781371146,3,0
52,144,596,25,16,0.9732765453533918,4,0
40,96,672,91,13,0.6026344867524884,5,0
28,114,520,57,7,0.896590620625477,5,0
57,118,566,50,33,0.38251422447229766,5,0
56,180,561,76,23,0.03433163587181187,1,0
44,186,803,37,6,0.41773817644376265,1,1
45,24,667,54,17,0.4734969867369291,0,0
62,73,793,40,9,0.28282181152837693,0,1
24,148,730,8,32,0.5285012911185026,2,0
27,188,565,73,23,0.9032105062904678,0,0
58,81,630,98,21,0.05498187562288126,2,1
66,38,501,50,19,0.9753808739674118,2,0
61,137,316,71,6,0.4916611255382236,5,0
26,144,460,51,0,0.12646537816246806,4,1
37,131,686,24,33,0.9222176023144519,5,0
68,142,701,14,8,0.3837405695128313,0,1
70,154,571,50,39,0.13493334296031445,2,0
56,100,752,34,12,0.08139408800789405,0,1
68,122,577,78,30,0.05794565641100191,3,0
53,53,312,64,5,0.07951718452462597,1,0
22,138,744,55,32,0.46595823421551474,5,1
56,67,745,77,16,0.8716355039228065,2,0
66,120,573,5,32,0.9392360099065117,4,0
65,60,473,93,38,0.35336157154092396,4,0
65,34,715,77,18,0.8574875572237353,0,0
26,65,806,71,32,0.07512844164381849,3,1
31,68,588,70,12,0.7104860682895641,4,0
67,118,316,74,25,0.4215293648470272,1,0
57,53,685,30,18,0.7640016954807244,3,0
44,189,669,92,1,0.47583159500129124,1,1
38,182,808,54,9,0.458451060949163,2,0
47,198,413,53,11,0.20540633059980873,4,0
70,139,617,98,13,0.8311482671636855,4,0
64,167,827,62,1,0.49307565589314495,2,1
50,154,734,14,24,0.33122651629496347,3,1
45,37,341,65,37,0.20640886769189526,0,0
61,87,545,89,2,0.7416774596483326,4,0
61,129,552,83,32,0.9729680449427024,4,0
21,154,527,9,6,0.9723273508971699,2,0
45,122,756,32,18,0.013569569904015921,1,1
28,131,719,90,0,0.45047041165789736,3,1
48,142,383,52,28,0.9478512885341324,3,0
69,23,347,54,33,0.7869654919674565,4,0
30,77,626,95,21,0.5953577798139739,4,0
62,122,796,97,27,0.6136773766768955,4,0
67,190,677,66,17,0.971199567916089,1,0
59,65,358,84,18,0.2165220322350051,4,0
38,50,507,57,21,0.7153705396675714,0,0
41,63,647,82,5,0.8681236112213547,1,0
20,176,532,31,10,0.15854708674934914,0,0
65,196,760,41,18,0.16312837299298855,3,1
43,133,770,32,18,0.7405210369587861,1,0
56,183,681,72,40,0.9670450539043636,4,0
51,161,496,34,40,0.9269101886533835,5,1
67,70,507,99,31,0.8501038278229037,4,0
67,162,482,36,19,0.2857523610996804,5,0
33,111,664,8,1,0.44993829275305575,4,1
43,107,325,62,40,0.575388958054606,4,0
20,94,669,19,33,0.18622160946111532,4,1
40,64,520,57,28,0.11432574560120223,5,0
55,38,392,52,33,0.18799331962968446,0,0
40,39,767,29,22,0.40764715465869683,3,0
35,192,515,18,27,0.8591668623262577,1,0
49,59,457,24,33,0.7303729932442136,4,0
43,73,660,49,34,0.5000651918869167,1,0
58,84,446,92,3,0.29925280560893,5,0
64,115,519,62,11,0.44690509180350746,0,1
63,76,380,78,20,0.7751074285059703,2,0
62,127,686,41,10,0.10352852963016412,2,1
31,192,376,67,9,0.372157428195262,4,0
23,144,564,92,26,0.9599352537877288,4,0
39,112,435,26,18,0.14103601093520213,0,0
67,84,519,40,2,0.013180037749451312,0,0
19,98,774,53,25,0.5277052921529723,5,0
38,169,620,45,39,0.23718446154726402,4,1
32,49,491,72,40,0.9647478149424267,2,0
41,173,572,46,37,0.35744604906892463,0,0
58,93,530,40,4,0.7437577621410097,4,0
69,137,570,95,17,0.9441285990153796,0,0
52,198,846,65,19,0.1438197695359088,1,1
63,58,503,45,29,0.601702490145793,5,0
64,118,312,27,11,0.8658720484895911,1,0
65,173,535,63,18,0.8564824498781529,2,0
57,53,560,51,1,0.4118190023100806,0,0
63,29,555,12,21,0.15737544257348102,0,0
68,36,839,70,38,0.31474869945846284,0,0
53,167,451,19,1,0.6367758550359672,0,0
66,48,834,8,26,0.30513977412050386,3,0
55,29,363,10,25,0.4495328459853072,5,0
54,128,373,72,5,0.28596067947544745,3,0
42,170,522,50,23,0.2406448135143765,3,0
34,172,570,72,0,0.24592659453158383,1,0
66,32,552,20,35,0.9715724837342696,1,0
44,128,696,20,9,0.9110257371566157,5,0
46,173,388,67,9,0.5985842594629827,3,0
63,126,385,81,5,0.9910006400933713,5,0
40,195,821,75,13,0.6410663538067879,3,0
42,118,776,99,37,0.04509197191137804,4,1
19,166,445,87,18,0.3845657494316247,4,0
34,86,472,51,33,0.8811586669543453,2,0
36,190,801,99,2,0.9142672445722961,5,0
22,98,446,77,23,0.4999801760713749,0,0
62,31,471,21,39,0.47619346355655556,2,0
47,94,592,33,10,0.12292678815264502,0,0
46,67,638,5,9,0.016406428726948752,2,1
53,67,442,5,24,0.8840028851398969,2,0
41,148,737,15,6,0.11424563079197747,0,1
62,178,688,57,19,0.7260865035708707,1,0
26,28,804,24,24,0.028217140737797353,0,0
31,137,606,12,31,0.942123313757504,3,1
21,35,563,47,29,0.7758293517147361,5,0
28,71,635,81,19,0.7252857696349472,2,0
34,126,840,65,17,0.8111131328987955,2,0
58,108,638,25,23,0.29168401014661116,1,1
50,196,839,37,23,0.8523088298882903,5,0
41,161,327,28,1,0.5747336515388624,2,0
46,45,681,79,38,0.47021212116423894,4,0
54,95,652,26,40,0.5722693523417774,4,0
67,84,313,22,6,0.7032282332287728,2,0
53,156,437,68,36,0.9384129454447588,1,0
61,92,404,74,25,0.19255145535469942,4,0
60,128,684,25,34,0.528492889689118,3,0
50,71,839,42,34,0.7376926068316395,1,0
50,191,404,72,11,0.651493311252792,2,0
55,52,403,55,9,0.3020729007891697,2,0
64,94,706,40,29,0.5998486332100811,0,0
36,186,396,84,31,0.3653465321442274,3,0
53,92,556,38,26,0.5167689071440567,2,0
53,44,775,25,8,0.4574580416335462,4,0
40,61,749,85,16,0.9147522246029499,5,0
51,123,743,34,6,0.7292522694032362,0,0
50,99,568,79,17,0.34603050959453174,4,0
59,165,380,27,13,0.6864953488149492,0,0
21,53,613,53,30,0.3913140434568001,0,1
40,159,312,68,2,0.012835601396736895,3,0
41,130,717,29,5,0.4712602108817334,0,1
70,42,836,19,25,0.3432496908055924,5,0
28,155,462,31,27,0.27577021071723673,4,0
70,20,344,76,12,0.4310852178590181,4,0
54,182,769,58,30,0.8438589879562556,0,0
44,80,404,82,17,0.8667065301894732,4,0
31,38,449,37,5,0.46414179806343414,2,0
47,159,675,9,7,0.8497165180212197,2,0
53,52,494,59,11,0.347174506336289,5,0
21,93,406,55,16,0.6986046783114386,5,1
65,146,665,54,30,0.4471621106388469,2,1
34,123,741,60,32,0.46649096033691617,2,1
18,119,444,43,9,0.2974012926509706,0,0
64,100,333,43,5,0.9849534329255505,5,0
30,125,602,68,25,0.9111328107904566,1,0
23,36,445,96,20,0.6514787668852333,2,0
59,133,792,17,9,0.9952834031417301,2,0
64,192,623,17,36,0.7075313013009391,1,0
39,73,651,80,7,0.6668194682958485,0,1
36,98,420,95,14,0.8712969832225722,4,1
57,126,844,82,17,0.9126791529118726,5,0
19,125,468,40,25,0.11469389211478298,5,0
69,123,342,46,10,0.8968273290869464,0,0
34,73,427,80,20,0.882092978748994,0,1
53,156,555,37,26,0.8888982962516311,0,0
70,141,727,94,23,0.1421544186553172,1,1
28,135,727,45,31,0.6838597250088332,5,0
37,82,487,54,11,0.5428252167417182,0,0
24,65,553,34,11,0.49871713620800506,3,0
49,32,763,67,33,0.43187038961246926,0,0
64,166,475,91,38,0.3331800613208632,5,0
43,86,811,97,16,0.38722330507017844,1,1
54,34,531,71,40,0.8707820343019119,2,0
63,124,343,100,34,0.7716522004189084,0,0
56,46,652,89,39,0.6908760600159631,0,0
42,145,328,46,35,0.8953195553572253,0,1
49,69,648,9,5,0.6607410387338439,0,0
23,134,840,81,24,0.6495532494062001,2,0
21,89,465,68,21,0.522569922824999,5,0
47,125,818,38,16,0.3984702448588554,5,1
45,166,756,18,35,0.8542246391707045,3,0
66,69,537,51,20,0.4697519452994411,4,0
46,122,431,78,12,0.019449242492031282,1,0
25,71,838,31,1,0.842244042083875,3,0
65,133,459,89,14,0.9219681255083289,3,0
28,78,587,7,35,0.9092607083109917,3,0
22,105,751,27,20,0.702739488390535,2,0
66,67,815,71,8,0.06637625308440853,0,1
38,84,716,39,29,0.8496270549444248,1,0
24,131,351,28,1,0.6661974931282816,1,0
50,100,628,34,23,0.0042752021687813,5,1
39,95,626,14,29,0.34128958335996706,5,1
53,124,614,26,35,0.14506333609265387,0,1
61,106,812,46,6,0.8564264888586445,1,0
69,194,576,73,25,0.7613079987559824,3,0
27,167,432,48,26,0.32942568666264715,3,0
21,161,761,6,33,0.409495849791478,2,1
59,170,686,62,22,0.7491885190354829,3,0
62,80,680,38,40,0.3145024755542828,4,1
31,190,494,34,11,0.3166730049572162,3,0
58,52,518,75,24,0.4289449978103297,4,0
19,63,811,71,26,0.17285473941878615,4,1
22,191,820,83,3,0.9904570074037514,0,0
39,32,402,23,1,0.9923097278833546,2,0
61,116,616,6,11,0.8915188161064341,2,0
46,22,768,27,10,0.9828802916889527,2,0
57,145,383,78,29,0.706566340248727,4,0
43,167,697,53,39,0.07851772621182285,1,1
55,36,772,9,15,0.3190697548686857,3,0
64,185,766,8,15,0.24431589196868242,3,1
42,104,449,7,39,0.9963985318994728,2,0
22,59,356,20,19,0.13963688162782795,2,0
49,145,763,65,10,0.35318923817134007,5,1
67,151,355,85,1,0.5669878324393505,1,0
22,173,704,17,37,0.10288680774850534,0,1
66,61,632,12,35,0.551466684712365,3,0
68,175,705,70,20,0.2460548420309303,5,1
19,168,799,35,32,0.45977254325826045,2,1
59,182,417,45,40,0.7790115220328468,3,1
43,58,546,77,38,0.8892014984609,5,0
62,49,683,78,34,0.7362627677776401,5,0
34,43,493,37,19,0.8579634319990052,1,0
52,192,456,5,37,0.6360430054379329,1,0
21,163,708,53,8,0.006377169034834762,5,0
43,129,324,23,31,0.1252026488883673,1,1
28,177,375,56,23,0.661037032656835,1,1
24,78,730,42,39,0.09024131766741716,2,1
24,187,705,21,3,0.040607314452393184,4,1
46,192,828,6,24,0.6981684110959824,1,0
63,70,589,78,29,0.7581831102701669,1,0
36,122,558,91,27,0.699823733343828,0,0
22,97,521,91,22,0.2107876339543837,2,0
54,107,679,28,27,0.25624262925624774,2,1
34,97,693,5,35,0.04284102397394718,5,1
34,123,774,25,8,0.3182763153434859,1,1
